"","tissue","ENSG00000104814"
"5460","Lung",12.07
"5461","Pancreas",0.4888
"5462","Stomach",4.457
"5463","Breast",1.104
"5464","Esophagus",6.895
"5465","Prostate",3.622
"5466","Colon",12.44
"5467","Skin",0.1101
"5468","Skin",5.243
"5469","Lung",12.18
"5470","Esophagus",0.8792
"5471","Stomach",2.569
"5472","Pancreas",0.889
"5473","Colon",6.564
"5474","Breast",3.656
"5475","Skin",0.2401
"5476","Thyroid",3.331
"5477","Lung",2.609
"5478","Esophagus",2.874
"5479","Pancreas",1.358
"5480","Stomach",8.886
"5481","Colon",1.098
"5482","Breast",1.276
"5483","Small Intestine",7.051
"5484","Prostate",2.325
"5485","Skin",0.8786
"5486","Liver",1.059
"5487","Pancreas",0.6396
"5488","Thyroid",1.723
"5489","Lung",12.91
"5490","Esophagus",1.93
"5491","Stomach",4.868
"5492","Small Intestine",9.433
"5493","Colon",4.927
"5494","Breast",0.5791
"5495","Prostate",2.8
"5496","Skin",0.2742
"5497","Thyroid",11.35
"5498","Esophagus",2.148
"5499","Breast",1.164
"5500","Pancreas",0.3851
"5501","Skin",0.2018
"5502","Skin",0.258
"5503","Lung",6.352
"5504","Pancreas",0.3006
"5505","Thyroid",1.197
"5506","Breast",1.26
"5507","Stomach",1.644
"5508","Esophagus",2.649
"5509","Colon",1.244
"5510","Skin",0.08655
"5511","Lung",8.57
"5512","Thyroid",1.594
"5513","Liver",0.8278
"5514","Esophagus",3.663
"5515","Pancreas",0.5737
"5516","Stomach",5.507
"5517","Small Intestine",8.279
"5518","Colon",1.728
"5519","Skin",0.141
"5520","Breast",2.631
"5521","Lung",10.4
"5522","Esophagus",1.344
"5523","Liver",2.655
"5524","Colon",3.371
"5525","Skin",0.01953
"5526","Lung",7.237
"5527","Thyroid",2.425
"5528","Esophagus",1.725
"5529","Pancreas",0.6273
"5530","Colon",0.8562
"5531","Small Intestine",5.88
"5532","Prostate",2.554
"5533","Skin",3.677
"5534","Brain",1.415
"5535","Lung",7.661
"5536","Esophagus",1.182
"5537","Breast",6.856
"5538","Liver",1.549
"5539","Thyroid",98.57
"5540","Ovary",2.305
"5541","Uterus",6.892
"5542","Skin",1.721
"5543","Thyroid",1.398
"5544","Lung",9.079
"5545","Esophagus",1.653
"5546","Stomach",5.838
"5547","Pancreas",0.571
"5548","Small Intestine",10.91
"5549","Colon",1.107
"5550","Breast",1.926
"5551","Skin",0.5687
"5552","Brain",1.695
"5553","Thyroid",31.85
"5554","Esophagus",0.8705
"5555","Skin",2.738
"5556","Prostate",1.621
"5557","Esophagus",0.7049
"5558","Stomach",1.577
"5559","Colon",2.662
"5560","Esophagus",1.042
"5561","Ovary",2.131
"5562","Uterus",4.385
"5563","Colon",2.368
"5564","Lung",13.79
"5565","Breast",1.727
"5566","Skin",6.365
"5567","Skin",3.167
"5568","Brain",1.044
"5569","Thyroid",29.15
"5570","Colon",2.379
"5571","Skin",1.731
"5572","Thyroid",1.208
"5573","Esophagus",0.9272
"5574","Liver",0.7546
"5575","Small Intestine",67.89
"5576","Breast",1.346
"5577","Skin",3.826
"5578","Lung",11.12
"5579","Thyroid",3.33
"5580","Esophagus",3.725
"5581","Stomach",6.276
"5582","Skin",3.787
"5583","Small Intestine",10.8
"5584","Colon",1.244
"5585","Breast",1.305
"5586","Skin",2.105
"5587","Brain",1.51
"5588","Lung",14.55
"5589","Liver",3.225
"5590","Esophagus",14.85
"5591","Stomach",4.094
"5592","Pancreas",0.7544
"5593","Colon",23.69
"5594","Breast",2.52
"5595","Liver",1.787
"5596","Lung",14.08
"5597","Thyroid",5.193
"5598","Pancreas",0.7831
"5599","Esophagus",9.614
"5600","Colon",1.404
"5601","Small Intestine",3.129
"5602","Skin",3.726
"5603","Skin",3.459
"5604","Breast",5.182
"5605","Thyroid",4.214
"5606","Esophagus",3.499
"5607","Colon",2.319
"5608","Ovary",1.821
"5609","Uterus",3.237
"5610","Brain",3.528
"5611","Brain",1.929
"5612","Skin",2.212
"5613","Thyroid",4.522
"5614","Breast",4.086
"5615","Esophagus",0.9696
"5616","Pancreas",0.2989
"5617","Uterus",2.421
"5618","Skin",0.33
"5619","Thyroid",2.222
"5620","Pancreas",1.739
"5621","Lung",8.185
"5622","Esophagus",1.639
"5623","Kidney",0.5717
"5624","Ovary",2.466
"5625","Small Intestine",163.2
"5626","Colon",4.866
"5627","Breast",6.616
"5628","Skin",0.1344
"5629","Thyroid",3.256
"5630","Lung",7.464
"5631","Colon",1.308
"5632","Skin",1.44
"5633","Lung",8.691
"5634","Pancreas",0.8448
"5635","Esophagus",1.906
"5636","Small Intestine",9.951
"5637","Colon",5.993
"5638","Breast",1.49
"5639","Skin",0.3625
"5640","Brain",2.225
"5641","Breast",0.7231
"5642","Kidney",1.074
"5643","Lung",9.402
"5644","Thyroid",3.417
"5645","Skin",2.742
"5646","Lung",8.574
"5647","Thyroid",9.502
"5648","Esophagus",2.571
"5649","Breast",1.162
"5650","Prostate",3.88
"5651","Stomach",2.499
"5652","Colon",6.432
"5653","Pancreas",0.5226
"5654","Skin",0.2099
"5655","Brain",1.499
"5656","Lung",21.79
"5657","Thyroid",27.09
"5658","Colon",1.849
"5659","Stomach",1.728
"5660","Skin",1.856
"5661","Brain",1.856
"5662","Esophagus",1.416
"5663","Kidney",10.07
"5664","Colon",1.944
"5665","Skin",0.4945
"5666","Lung",11.64
"5667","Liver",1.495
"5668","Pancreas",0.5433
"5669","Esophagus",1.791
"5670","Stomach",4.792
"5671","Small Intestine",66.22
"5672","Colon",4.536
"5673","Prostate",5.787
"5674","Breast",2.303
"5675","Skin",0.2707
"5676","Brain",1.227
"5677","Lung",24.2
"5678","Thyroid",5.2
"5679","Colon",1.209
"5680","Thyroid",8.375
"5681","Skin",2.78
"5682","Lung",10.28
"5683","Pancreas",0.4626
"5684","Esophagus",1.259
"5685","Stomach",1.72
"5686","Small Intestine",79.2
"5687","Colon",1.857
"5688","Breast",7.871
"5689","Liver",1.331
"5690","Skin",0.2434
"5691","Lung",18.23
"5692","Esophagus",1.617
"5693","Stomach",8.364
"5694","Small Intestine",7.904
"5695","Colon",0.8975
"5696","Breast",8.266
"5697","Liver",1.607
"5698","Skin",3.95
"5699","Thyroid",3.763
"5700","Lung",11.58
"5701","Esophagus",4.17
"5702","Pancreas",1.329
"5703","Breast",5.517
"5704","Pancreas",0.692
"5705","Lung",6.706
"5706","Esophagus",2.521
"5707","Colon",1.017
"5708","Small Intestine",11.83
"5709","Prostate",3.636
"5710","Skin",1.492
"5711","Thyroid",5.213
"5712","Esophagus",5.641
"5713","Stomach",3.128
"5714","Breast",7.176
"5715","Colon",3.848
"5716","Thyroid",2.434
"5717","Pancreas",0.4093
"5718","Kidney",20.14
"5719","Esophagus",1.644
"5720","Stomach",4.189
"5721","Colon",1.009
"5722","Small Intestine",110.4
"5723","Prostate",3.524
"5724","Skin",1.424
"5725","Breast",0.6579
"5726","Thyroid",47.54
"5727","Lung",8.946
"5728","Esophagus",2.537
"5729","Stomach",1.659
"5730","Small Intestine",8.13
"5731","Colon",5.734
"5732","Breast",3.48
"5733","Skin",1.738
"5734","Skin",0.2937
"5735","Pancreas",0.7131
"5736","Thyroid",2.17
"5737","Lung",10.11
"5738","Ovary",1.348
"5739","Uterus",2.898
"5740","Esophagus",1.51
"5741","Stomach",3.773
"5742","Small Intestine",31
"5743","Colon",3.087
"5744","Breast",0.4657
"5745","Skin",0.2526
"5746","Pancreas",0.5635
"5747","Ovary",1.291
"5748","Uterus",3.697
"5749","Esophagus",1.558
"5750","Stomach",3.066
"5751","Colon",1.521
"5752","Small Intestine",62.53
"5753","Skin",0.4054
"5754","Thyroid",2.452
"5755","Pancreas",0.4594
"5756","Lung",8
"5757","Esophagus",1.058
"5758","Colon",0.8566
"5759","Small Intestine",4.953
"5760","Skin",0.2595
"5761","Thyroid",2.962
"5762","Lung",6.433
"5763","Pancreas",0.5332
"5764","Breast",1.971
"5765","Uterus",1.34
"5766","Ovary",1.674
"5767","Esophagus",1.23
"5768","Stomach",2.611
"5769","Colon",7.105
"5770","Small Intestine",13.66
"5771","Skin",0.1888
"5772","Pancreas",0.8643
"5773","Thyroid",4.918
"5774","Liver",1.254
"5775","Lung",13.32
"5776","Esophagus",1.471
"5777","Stomach",3.363
"5778","Colon",1.346
"5779","Prostate",4.928
"5780","Skin",0.214
"5781","Lung",4.975
"5782","Breast",1.334
"5783","Thyroid",1.947
"5784","Colon",2.203
"5785","Small Intestine",26.89
"5786","Skin",0.2952
"5787","Thyroid",2.331
"5788","Esophagus",0.8846
"5789","Stomach",3.074
"5790","Small Intestine",2.845
"5791","Colon",9.107
"5792","Breast",1.934
"5793","Skin",0.2687
"5794","Thyroid",1.11
"5795","Lung",16.06
"5796","Pancreas",0.2716
"5797","Esophagus",0.6199
"5798","Stomach",2.52
"5799","Prostate",1.45
"5800","Colon",1.007
"5801","Breast",0.8034
"5802","Skin",0.2748
"5803","Thyroid",4.504
"5804","Lung",9.508
"5805","Esophagus",16.89
"5806","Skin",0.1354
"5807","Thyroid",2.01
"5808","Lung",8.944
"5809","Pancreas",0.694
"5810","Liver",1.822
"5811","Esophagus",1.232
"5812","Uterus",3.918
"5813","Small Intestine",11.02
"5814","Breast",13.35
"5815","Skin",0.3069
"5816","Thyroid",2.585
"5817","Esophagus",1.401
"5818","Small Intestine",7.602
"5819","Colon",7.5
"5820","Skin",0.1917
"5821","Breast",0.851
"5822","Lung",13.4
"5823","Esophagus",0.9661
"5824","Colon",1.07
"5825","Prostate",1.477
"5826","Skin",0.2622
"5827","Esophagus",3.24
"5828","Stomach",1.498
"5829","Small Intestine",8.955
"5830","Thyroid",2.083
"5831","Prostate",2.786
"5832","Breast",3.213
"5833","Skin",1.346
"5834","Esophagus",0.2738
"5835","Breast",3.083
"5836","Skin",0.2143
"5837","Brain",1.087
"5838","Thyroid",6.719
"5839","Lung",7.422
"5840","Esophagus",3.09
"5841","Breast",2.794
"5842","Prostate",0.9165
"5843","Skin",0.1962
"5844","Brain",0.5504
"5845","Esophagus",0.714
"5846","Skin",0.6407
"5847","Thyroid",1.809
"5848","Esophagus",1.893
"5849","Stomach",1.513
"5850","Colon",2.391
"5851","Ovary",1.446
"5852","Uterus",0.5891
"5853","Breast",2.023
"5854","Skin",0.2376
"5855","Thyroid",4.209
"5856","Pancreas",0.407
"5857","Esophagus",1.208
"5858","Colon",12.88
"5859","Stomach",4.741
"5860","Breast",2.374
"5861","Skin",0.173
"5862","Skin",0.2856
"5863","Breast",3.617
"5864","Esophagus",8.751
"5865","Skin",0.4108
"5866","Thyroid",2.967
"5867","Liver",2.799
"5868","Pancreas",0.8806
"5869","Prostate",2.297
"5870","Esophagus",1.88
"5871","Colon",8.796
"5872","Stomach",4.843
"5873","Small Intestine",94.89
"5874","Skin",0.3963
"5875","Ovary",1.29
"5876","Uterus",3.252
"5877","Esophagus",1.405
"5878","Stomach",3.594
"5879","Colon",1.452
"5880","Breast",4.011
"5881","Pancreas",0.7744
"5882","Small Intestine",47.29
"5883","Skin",0.2488
"5884","Brain",1.14
"5885","Thyroid",5.969
"5886","Lung",11.03
"5887","Liver",2.83
"5888","Stomach",4.452
"5889","Ovary",1.749
"5890","Colon",3.451
"5891","Skin",0.3143
"5892","Liver",1.467
"5893","Breast",2.698
"5894","Colon",2.085
"5895","Skin",0.3076
"5896","Breast",2.853
"5897","Skin",1.718
"5898","Skin",0.3799
"5899","Pancreas",0.2838
"5900","Kidney",11.33
"5901","Thyroid",2.626
"5902","Esophagus",1.412
"5903","Stomach",2.79
"5904","Small Intestine",11.04
"5905","Skin",0.22
"5906","Brain",0.9067
"5907","Thyroid",17.34
"5908","Breast",6.351
"5909","Lung",18.08
"5910","Colon",1.123
"5911","Skin",1.453
"5912","Breast",1.838
"5913","Skin",0.138
"5914","Uterus",1.32
"5915","Breast",4.249
"5916","Esophagus",4.477
"5917","Stomach",8.484
"5918","Small Intestine",13.15
"5919","Colon",3.091
"5920","Skin",0.361
"5921","Brain",0.6159
"5922","Lung",9.71
"5923","Thyroid",3.385
"5924","Thyroid",3.304
"5925","Lung",12.01
"5926","Esophagus",1.587
"5927","Stomach",4.592
"5928","Colon",5.155
"5929","Skin",1.236
"5930","Prostate",3.37
"5931","Breast",3.396
"5932","Skin",7.432
"5933","Breast",3.318
"5934","Thyroid",5.123
"5935","Esophagus",5.497
"5936","Colon",2.125
"5937","Skin",2.786
"5938","Thyroid",3.691
"5939","Colon",0.5592
"5940","Prostate",1.298
"5941","Brain",2.256
"5942","Lung",15.4
"5943","Thyroid",1.855
"5944","Pancreas",0.6132
"5945","Esophagus",2.92
"5946","Stomach",1.872
"5947","Skin",4.245
"5948","Kidney",2.556
"5949","Ovary",1.644
"5950","Colon",1.798
"5951","Small Intestine",13.1
"5952","Breast",2.085
"5953","Skin",1.707
"5954","Thyroid",6.223
"5955","Lung",21.98
"5956","Liver",1.502
"5957","Esophagus",8.864
"5958","Pancreas",0.6957
"5959","Kidney",3.326
"5960","Colon",1.893
"5961","Uterus",2.478
"5962","Skin",2.943
"5963","Thyroid",6.15
"5964","Lung",9.123
"5965","Esophagus",0.8048
"5966","Stomach",1.09
"5967","Colon",3.816
"5968","Skin",5.129
"5969","Breast",3.142
"5970","Thyroid",2.908
"5971","Esophagus",6.063
"5972","Lung",6.744
"5973","Pancreas",0.7082
"5974","Skin",5.13
"5975","Liver",1.353
"5976","Pancreas",0.4376
"5977","Lung",3.78
"5978","Esophagus",1.779
"5979","Stomach",1.019
"5980","Thyroid",38.22
"5981","Colon",1.636
"5982","Ovary",3.413
"5983","Brain",2.935
"5984","Thyroid",1.497
"5985","Esophagus",2.811
"5986","Stomach",2.084
"5987","Small Intestine",38.75
"5988","Colon",2.965
"5989","Prostate",3.059
"5990","Skin",2.94
"5991","Breast",0.5214
"5992","Skin",2.961
"5993","Lung",15.21
"5994","Esophagus",9.092
"5995","Brain",1.596
"5996","Liver",0.995
"5997","Lung",8.714
"5998","Breast",5.633
"5999","Pancreas",1.041
"6000","Skin",2.803
"6001","Thyroid",4.037
"6002","Stomach",2.455
"6003","Esophagus",1.12
"6004","Ovary",1.467
